YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
2001,12,1,9.89,4.9,7.4,5.43,0.24,99.94,2.62,229,4.5,229.38,74.69,9.12
2001,12,2,12.87,10.68,11.78,8.12,0.17,100.02,3.47,194.19,5.89,194.56,86.88,12.41
2001,12,3,15.41,13.98,14.7,10.07,0.37,99.79,4.93,179,7.62,179.81,91.19,15.22
2001,12,4,18.82,16.95,17.88,12.15,0.27,99.63,6.32,166.25,9.27,167.38,89.25,18.46
2001,12,5,19.65,17.1,18.37,12.27,1.47,99.7,5.72,193.88,8.42,194.38,86.12,19.05
2001,12,6,18.51,10.23,14.37,8.12,1.07,99.77,1.8,230.38,2.77,229.31,63.31,17.31
2001,12,7,17.4,13.3,15.35,9.95,1.28,99.25,4.3,242.31,6.84,242.62,78.5,16.98
2001,12,8,8.75,-1.06,3.84,3.6,0.01,100.09,7.09,294.75,10.02,280.62,51.56,8.54
2001,12,9,4.66,-4.8,-0.07,2.69,0,100.22,2.89,73.31,4.5,73.38,54.56,4.15
2001,12,10,6.09,-3.58,1.26,2.93,0,99.77,2.81,172.88,4.48,173.88,52.12,4.99
2001,12,11,6.5,4.24,5.37,5.31,6.87,99.44,4.93,139.31,7.31,140.31,86,6.39
2001,12,12,13.35,11.01,12.18,8.42,1.75,98.94,3.75,221.81,5.95,222.19,87,12.39
2001,12,13,6.54,5.3,5.92,5.62,4.52,99.4,3.58,315.25,5.45,315.56,91.25,6.51
2001,12,14,6.2,1.39,3.8,4.27,0,99.31,3.95,205.06,6.18,205.88,75.56,6.12
2001,12,15,8.76,7.42,8.08,6.53,40.25,99.33,4.84,126.12,6.85,127.19,91.31,8.73
2001,12,16,12.51,11.72,12.12,8.85,44.3,98.87,4.34,206.31,5.73,207.62,95.62,12.12
2001,12,17,9.01,3.44,6.23,4.94,0.16,99.61,4.62,294.25,6.26,294.94,70.5,8.19
2001,12,18,8.33,3.63,5.98,5.07,0.05,99.24,4.41,212,7.51,212.44,74.25,7.58
2001,12,19,6.62,-1.01,2.81,3.54,0,100.19,5.06,335.31,7.11,335.94,60.56,5.4
2001,12,20,6.27,-1.16,2.56,3.54,0,100.45,3.75,185.25,6.01,185.5,61.06,4.78
2001,12,21,8.19,5.05,6.62,5.62,0.11,99.91,5.98,177.69,8.94,178.44,81.56,8.01
2001,12,22,12.16,6.63,9.4,6.47,0.68,99.35,5.92,230.44,9.03,230.88,73,11.69
2001,12,23,4.05,-4.36,-0.16,2.75,0,100.19,4.62,189.75,7.43,189.81,57.12,3.79
2001,12,24,2.07,-6.51,-2.22,2.32,0,100.31,3.38,341.69,5.61,342.06,56.19,2.28
2001,12,25,2.98,-4.02,-0.52,2.87,0,100,3.14,268.56,5.33,268.81,64.31,3.13
2001,12,26,1.89,-5.15,-1.63,2.56,0.01,99.98,5.12,297.06,7.35,297.5,61.81,1.45
2001,12,27,5.89,0.62,3.26,4.09,0.04,99.26,3.24,223.75,5.69,224.06,70.88,5.08
2001,12,28,6.8,1.55,4.18,4.33,0,98.94,3.03,257.25,5.2,257.25,71.88,6.3
2001,12,29,2.23,-4.19,-0.98,2.87,0.01,99.94,6.22,34.88,8.62,35.38,64.19,2.46
2001,12,30,-0.11,-5.22,-2.67,2.56,0.12,100.46,4.48,28.44,6.12,29.25,70.12,0.55
2001,12,31,-0.43,-5.49,-2.96,2.5,0.01,100.46,3.52,22.12,5.3,22.38,71.12,0.37
2002,1,1,0.55,-5.31,-2.38,2.5,0.03,100.56,3.67,29.5,5.82,29.81,66.31,0.62
2002,1,2,-2.35,-6.91,-4.63,2.2,0,100.82,4.12,205.56,6.45,205.5,71.94,-2.18
2002,1,3,-2.31,-8.2,-5.25,2.01,0,100.7,2.12,162.44,3.76,161.56,66.81,-1.49
2002,1,4,1.33,-3.11,-0.89,3.11,2.44,100.11,5.64,170.44,8.42,171.25,73.81,1.06
2002,1,5,4.84,3.71,4.28,5,5.98,99.56,4.34,265.5,6.79,265.56,92.56,4.46
2002,1,6,4.53,-0.99,1.76,3.54,0.01,100.06,5.73,318.75,8.5,319.31,72.19,4.38
2002,1,7,1.87,-4.17,-1.15,2.75,0.04,100.51,3.36,263.06,5.55,262.56,68,1.87
2002,1,8,7.52,2.63,5.08,4.76,0.04,99.78,4.8,209.5,7.92,210.19,74.12,7.01
2002,1,9,11.77,8.15,9.96,6.9,0,99.22,5.77,197.31,8.62,198.44,81.38,11.39
2002,1,10,10.45,7.48,8.97,6.59,0.01,99.33,6.23,279.69,8.95,280.62,82.25,9.97
2002,1,11,7.51,1.44,4.48,4.21,0,100.21,4.09,225.25,5.8,226.06,67.94,6.95
2002,1,12,6.53,-1.17,2.68,3.48,0.04,99.96,4.84,322.5,7.09,322.81,59.69,4.89
2002,1,13,7.87,0.11,3.98,3.97,0,98.95,5.77,229.62,8.88,230.44,60.56,6.52
2002,1,14,7.4,-1.92,2.73,3.3,0,99.68,4.63,276.81,7.05,277,54.44,6.21
2002,1,15,7.5,-0.59,3.46,3.72,0.05,100.02,5.5,139.12,8.31,139.56,59.75,6.87
2002,1,16,10.41,5.84,8.13,5.98,0.02,99.62,6.05,190.69,8.39,191.56,74.44,10.31
2002,1,17,4.94,0.19,2.57,3.85,0.11,99.84,3.88,164,5.73,163.75,72.25,5.15
2002,1,18,3.53,1.44,2.48,4.27,0.66,99.75,3.07,77.25,4.31,78.44,86.81,4.12
2002,1,19,4.65,-0.96,1.84,3.66,0.17,99.71,5.31,261.56,7.05,260.69,70.44,4.58
2002,1,20,5.94,-0.87,2.54,3.6,0.01,99.22,5.82,193.94,8.95,195.25,64.69,5.76
2002,1,21,7.48,-1.72,2.88,3.42,0,99.67,3.66,165.06,6.18,165.25,54.94,6.52
2002,1,22,12.13,10.69,11.41,8.48,2.16,99.2,5.27,178.75,8.3,179.56,90.31,11.7
2002,1,23,16.92,15.56,16.24,11.41,11.64,98.83,5.27,218.62,8.1,218.69,91.38,16.3
2002,1,24,5.46,-0.11,2.67,3.78,7.96,99.78,7.49,67.19,10.04,52.94,68.06,5.49
2002,1,25,5.42,-4.75,0.33,2.62,0,100.43,2.52,273.25,4.13,273.56,52,4.62
2002,1,26,6.9,-0.48,3.21,3.72,0.34,100.09,4.21,190.06,7.11,190.56,62.94,6.44
2002,1,27,10.18,4.83,7.51,5.43,0.01,99.59,5.45,187.06,8.58,187.81,73.56,9.9
2002,1,28,14.62,12.45,13.53,9.28,0.02,99.24,5.34,192.75,8.33,193.44,87.31,14.44
2002,1,29,19.4,16.93,18.16,12.21,3.96,99.06,6.34,180.31,9.59,181.06,86.38,18.88
2002,1,30,17.34,15.25,16.3,11.17,12.35,98.91,4.52,203.75,6.73,202.38,89.19,17.3
2002,1,31,5.47,0.44,2.95,4.09,22.97,99.63,7.03,309.62,8.93,309.06,71.88,6.17
2002,2,1,2.76,-4.44,-0.84,2.69,0,100.94,3.91,167.31,5.46,152.69,63,2.65
2002,2,2,4.4,-1.69,1.35,3.36,0.08,100.67,2.39,140,3.41,140,66.56,3.9
2002,2,3,7.56,3.8,5.68,5,0.35,100.31,2.68,229.44,4.35,229.5,77.81,7.71
2002,2,4,6.64,2.66,4.65,4.58,2.11,100.72,3.03,57.25,4.56,57.88,77.06,6.51
2002,2,5,2.54,1.26,1.9,4.21,21.4,100.37,4.24,80.12,5.38,80.56,91.19,3.1
2002,2,6,1.48,-1.18,0.15,3.48,1.24,100.02,2.9,225.44,4.16,225.25,83.5,1.55
2002,2,7,3.9,0.65,2.27,4.03,0,100.32,2.31,253.62,3.33,252.94,80.94,3.55
2002,2,8,6.3,3.26,4.78,4.88,0.1,99.96,5.33,178.5,7.58,179.19,82.12,6.56
2002,2,9,8.87,2.23,5.55,4.58,0.01,99.42,6.92,255.12,9.73,255.94,68.75,8.8
2002,2,10,3.87,-2.56,0.65,3.11,0,100.91,7.68,337.62,10.68,338.12,64.25,4.19
2002,2,11,2.94,-4.45,-0.76,2.69,0,100.75,3.27,271.56,5.48,272,62.56,3.54
2002,2,12,6.11,-1.76,2.18,3.42,0.02,99.92,2.91,169.56,4.98,170.62,62.5,5.98
2002,2,13,5.9,0.47,3.19,3.91,0,100.49,4.84,34.19,7.16,34.69,71.06,5.93
2002,2,14,7.27,2.69,4.98,4.7,0.09,100.06,5.23,149.31,7.79,150,74.94,6.99
2002,2,15,7.97,4.39,6.18,5.31,0.72,99.97,5.95,216.75,8.6,217.25,79.56,7.81
2002,2,16,8.84,-1.06,3.9,3.54,0,100.32,2.97,298,4.08,298.31,52.56,6.93
2002,2,17,9.05,2.07,5.56,4.52,0,99.95,3.13,200.5,5.5,200.69,63.25,7.76
2002,2,18,12.73,10.64,11.68,8.36,2.66,99.19,7.04,164.94,10.23,166.12,87.44,12.59
2002,2,19,16.87,10.52,13.69,8.54,4.67,98.61,7.09,233.31,10.5,233.88,70.5,16.28
2002,2,20,12.33,5.48,8.91,5.68,0,99.25,3.91,254.19,6.37,255.19,66.25,12.01
2002,2,21,11.13,3.69,7.4,5,0.01,99.8,5.7,73.25,8.28,73.25,62.06,10.15
2002,2,22,8.14,-0.1,4.02,3.78,0,100.34,3.7,266,5.52,266.06,60.25,7.97
2002,2,23,10.84,2.8,6.83,4.76,0,99.59,5.48,176.94,8.46,177.94,61.75,10.61
2002,2,24,13.55,7.46,10.51,6.53,0,99.11,8.01,181.62,11.34,182.81,70.5,13.31
2002,2,25,8.47,2.9,5.69,5.07,0.08,99.72,7,299.69,9.33,299.81,69.81,9.33
2002,2,26,-1.98,-12.22,-7.1,1.4,0,101.15,9.13,342.06,12.1,342.25,46.94,-0.92
2002,2,27,-0.11,-9.71,-4.91,1.77,0,100.59,1.92,220.31,3.2,222.88,51.81,1.38
2002,2,28,4.79,-4.06,0.37,2.87,0,99.9,5.1,167.81,7.84,168.5,56.62,5.27
2002,3,1,10.23,8.4,9.31,7.08,1.08,98.9,6.38,152.75,8.66,154.06,88.44,10.29
2002,3,2,-0.08,-6.17,-3.13,2.75,1.48,99.77,9.83,326.19,12.38,326.44,64.88,0.96
2002,3,3,-3.34,-12.69,-8.01,1.34,0,101.02,5.32,304.5,6.8,304.38,48.44,-2.56
2002,3,4,3.31,-6.5,-1.6,2.32,0.26,100.74,4.35,218.75,6.96,219.88,53.31,3.34
2002,3,5,7.12,-1.73,2.69,3.42,0.04,100.3,6.6,195.69,9.83,196.56,57.62,7.14
2002,3,6,13.71,10.19,11.95,7.87,0.06,99.56,7.09,185.88,10.2,187.12,81.19,13.47
2002,3,7,17.3,13.53,15.42,9.77,0.02,99.29,8.05,179.38,11.38,180.38,79.88,17.01
2002,3,8,17.88,16.27,17.08,11.78,1.5,98.88,7.28,178.5,10.21,179.44,90.44,17.48
2002,3,9,7,-4.25,1.37,3.36,0.1,100.86,8.14,157.62,11.14,157.75,48.44,7.68
2002,3,10,6.06,-3.79,1.13,2.93,0.02,101.09,4.15,99.69,6.63,100.38,53.56,6.89
2002,3,11,11.04,8.04,9.54,6.96,0.99,99.34,5.65,149.88,8.02,151.12,81.62,11.03
2002,3,12,12.23,7.21,9.72,6.41,0.11,99.42,3.58,275.69,4.88,275.56,74.25,12.67
2002,3,13,14.9,8.47,11.69,7.08,0,98.84,6.63,173.88,9.87,174.88,69.25,14.8
2002,3,14,19.97,15.21,17.59,11.11,0.1,98.17,7.71,180.44,10.8,181.88,76.81,19.8
2002,3,15,13.83,8.17,11,7.45,0.11,98.9,5.71,267,7.79,266.62,71.31,14.4
2002,3,16,9.92,5.87,7.9,5.98,0.18,99.42,3.88,51.94,5.34,53.62,76.75,10.91
2002,3,17,14.22,11.71,12.96,8.73,5.59,99.27,1.72,141.38,2.66,141.62,85.88,14.18
2002,3,18,15.41,15.12,15.26,10.93,37.45,99.12,3.34,102.88,5.25,102.94,97.31,15.12
2002,3,19,16.06,15.19,15.63,11.05,48.1,98.8,4.41,184.19,6.17,183.62,94.75,15.89
2002,3,20,11.67,7.43,9.55,6.47,7.44,99.72,7.04,95.38,9.73,81.06,76.94,11.83
2002,3,21,8.43,0.92,4.67,4.09,0,100.76,6.62,51.5,8.91,36.81,61.62,8.81
2002,3,22,3.4,-5.19,-0.89,2.62,0.03,101.02,3.66,37.06,4.89,67,54.81,5.15
2002,3,23,10.19,4.1,7.15,5.37,0,99.71,5.81,171.06,8.25,171.88,68.88,10.46
2002,3,24,17.5,14.35,15.92,10.5,0.25,98.58,8.02,185.25,11.15,186.44,83.25,17.34
2002,3,25,9.63,6.61,8.12,6.41,0.59,99.33,5.91,322.69,7.86,322.25,82.06,10.22
2002,3,26,6.05,0.25,3.15,3.91,0,100.31,4.67,192.12,6.35,192.44,68.12,7.27
2002,3,27,10.62,6.01,8.31,5.98,0.02,99.87,3.84,132.44,6.2,132.94,75.5,11.27
2002,3,28,17.37,13.78,15.58,10.13,0.72,98.91,5.71,190.69,8.62,192,81.25,17.43
2002,3,29,20.12,16,18.06,11.6,2.28,98.61,4.09,188.94,6.06,188.62,79.88,19.69
2002,3,30,16.54,15.33,15.93,11.23,34.01,98.59,5.82,68,7.7,70.62,93,16.56
2002,3,31,14.62,10.09,12.35,7.75,4.42,99.43,4.39,153.25,5.61,154.12,75.88,14.58
2002,4,1,16.48,12.54,14.51,9.28,0.05,99.21,5.04,181,7.34,181.38,78.25,16.37
2002,4,2,16.69,12.44,14.56,9.28,0.01,98.98,6.92,223.12,9.32,209.12,77.31,17.01
2002,4,3,9.27,0.27,4.77,3.91,0,100.37,7.34,17,9.85,18.06,54.75,10.28
2002,4,4,11.03,5.09,8.06,5.49,0.57,100.49,3.35,66.69,5.01,67.12,68.06,12.14
2002,4,5,12.79,7.03,9.91,6.29,2.03,100.42,3.38,97.81,5.28,98.38,70.62,13.26
2002,4,6,12.07,9.49,10.78,7.45,17.85,99.95,4.84,121.06,6.97,121.81,84.44,12.36
2002,4,7,16.65,15.55,16.09,11.47,33.75,98.63,7.27,161.69,10.17,162.75,93.12,16.44
2002,4,8,19.08,15.58,17.33,11.29,1.5,98.57,4.32,241.81,6.46,242,82.38,19.21
2002,4,9,15.92,11.88,13.9,8.73,0.01,100.05,4.42,161.12,5.97,161.75,78.62,16.36
2002,4,10,17.82,15.04,16.43,10.68,0.01,100.12,3.38,134.94,5.53,135.81,83.44,18.13
2002,4,11,19.31,15.26,17.29,10.93,0.79,99.53,4.57,171,7.47,171.56,78.81,19.23
2002,4,12,20.57,16.83,18.7,12.08,3.17,99.49,3.34,147.06,5.63,147.69,80.5,20.62
2002,4,13,20.03,17.29,18.66,12.45,8.36,99.44,3.41,173.94,5.06,174.38,85.12,19.94
2002,4,14,20.76,18.51,19.63,13.55,0.3,99.1,3.09,185.31,4.68,186.62,87.5,20.93
2002,4,15,22.04,18.62,20.33,13.61,0.51,98.83,6.98,176.06,9.78,177.19,82.12,22.11
2002,4,16,22.21,20.52,21.37,15.32,7.05,99.02,7.7,172.62,10.58,174,90.19,21.98
2002,4,17,23.69,20.46,22.07,15.2,0.23,99.43,6.23,172.62,8.91,173.38,83.06,23.58
2002,4,18,23.66,20.23,21.94,15.01,0.03,99.33,7.06,177.38,9.87,178.31,81.94,23.58
2002,4,19,22.79,19.63,21.21,14.4,0.14,99.26,5.31,178.88,7.8,179.81,82.94,22.71
2002,4,20,23.44,19.73,21.58,14.53,0.04,99.05,5.88,171.12,8.52,172.19,80.75,23.53
2002,4,21,21.32,17.27,19.3,12.63,0.05,99.11,5.18,219.5,7.37,219.62,78.5,21.64
2002,4,22,19.48,14.68,17.08,10.68,0,99.58,3.95,105.12,6.09,105.88,76,19.8
2002,4,23,22.91,19.2,21.06,14.16,0.04,99.17,5.87,172.12,8.31,173.25,80.94,22.96
2002,4,24,23.47,18.78,21.12,13.85,1.68,99.17,5.91,159.88,8.28,161.19,76.38,23.65
2002,4,25,16.59,8.69,12.65,7.08,3.4,100.06,6.36,76.88,8.88,77.94,61.06,16.83
2002,4,26,16.12,14.23,15.17,10.25,4.2,99.5,4.12,103.81,5.39,106.25,88.75,17.08
2002,4,27,24.03,20.08,22.05,14.95,0.21,98.69,7.21,191.5,10.57,193.12,80.25,23.75
2002,4,28,22.79,16.84,19.81,12.27,0.15,99.18,3.54,231.94,5.47,230.06,72.06,23.05
2002,4,29,24.38,20.18,22.28,15.26,1.98,99.04,3.38,158.62,5.66,160.06,78.56,24.44
2002,4,30,25.09,19.24,22.16,14.22,0.18,98.5,6.19,184.69,9.3,185.81,71.75,24.65
2002,5,1,26.3,20.9,23.6,15.87,0.72,98.09,6.43,188.69,9.37,190.12,74.06,26.1
2002,5,2,19.74,15.19,17.47,11.11,2.67,98.66,5.24,222.19,7.18,222.19,76.25,20.75
2002,5,3,18.35,14.34,16.35,10.38,11.44,99.05,2.8,190.56,3.91,190.75,78.81,19.3
2002,5,4,19.71,16.28,18,11.66,18.14,99.56,3.24,98.88,5.3,99.06,82.06,20.4
2002,5,5,23.07,19.56,21.32,14.53,5.78,99.5,5.38,151,8.05,152.06,81.81,23.19
2002,5,6,24.55,19.9,22.23,14.71,0.05,99.21,6.66,179.94,9.86,180.81,76.31,24.23
2002,5,7,24.85,20.75,22.8,15.62,0.65,98.93,7.3,174.69,10.45,175.81,78.44,24.41
2002,5,8,24.75,20.76,22.76,15.69,2.59,98.64,7.77,183.5,11.27,184.31,78.81,24.26
2002,5,9,21.16,17.15,19.16,12.45,7.88,99.25,5.06,90.12,6.81,90.44,78.94,21.83
2002,5,10,22.89,19.21,21.05,14.22,12.88,99.41,4.86,103.69,7.1,105.44,80.69,23.01
2002,5,11,25.4,20.15,22.78,14.95,0.96,99.16,7.45,170.94,10.87,172,74.12,25.06
2002,5,12,23.82,20.62,22.23,15.62,8.64,99.34,7.03,220.12,9.74,220.62,82.81,23.73
2002,5,13,15.77,9.62,12.69,7.45,0.31,100.27,5.88,97.75,8.11,83.12,68.75,16.78
2002,5,14,17.22,10.35,13.78,7.87,0.06,99.91,3.02,97.38,4.86,98.31,66.56,17.87
2002,5,15,20.02,11.55,15.79,8.61,0.16,99.36,5.74,166.5,8.98,167.31,60.25,19.93
2002,5,16,23.65,20.07,21.86,15.01,10.63,98.97,6.37,169.44,9.27,170.69,80.94,23.48
2002,5,17,20.15,17.33,18.74,12.88,11.86,99.21,5.84,108.19,8.3,108.75,84.38,20.05
2002,5,18,15.72,9.76,12.74,7.57,0.22,100.05,4.92,27.56,7.3,27.81,70.81,16.44
2002,5,19,15.62,9.72,12.66,7.51,0.39,100.14,3.1,97.38,4.85,97.38,71.06,16.6
2002,5,20,17.39,10.87,14.13,8.18,0.26,100.06,3.68,126.88,5.78,127.56,68.75,17.94
2002,5,21,19.24,11.71,15.48,8.67,0,99.83,4.51,143.19,7.18,144.25,64.94,19.54
2002,5,22,21.61,15,18.3,10.8,0.75,99.41,7.39,165.56,10.55,166.81,67.5,21.65
2002,5,23,23.32,17.06,20.19,12.33,0.24,99.14,7.3,166.31,10.27,167.69,70.06,23.44
2002,5,24,22.12,17.03,19.58,12.27,0.83,99.18,5.65,157.25,8.24,158.56,73.62,22.12
2002,5,25,22.97,18.66,20.81,13.61,4.13,99.37,2.34,122.88,3.59,138,77.94,23.61
2002,5,26,24.03,19.39,21.71,14.22,1.88,99.37,2.53,138,4.37,139.94,77.25,24.51
2002,5,27,23.46,19.51,21.48,14.34,7.96,99.16,3.73,160.19,5.8,161.12,79.69,23.65
2002,5,28,22.36,20.12,21.24,14.95,6.04,98.99,2.77,218.94,4.15,218.88,87.62,22.63
2002,5,29,22.85,18.51,20.68,13.49,1.49,98.9,2.83,249.62,3.98,248.56,78.75,23.52
2002,5,30,23.31,18.81,21.06,13.79,0.01,98.79,2.9,49.31,3.96,48.44,77.5,23.69
2002,5,31,24.65,19.08,21.87,13.98,0.01,98.99,2.78,72.5,3.84,72.31,73.19,24.99
2002,6,1,25.7,19.73,22.72,14.59,0.04,99.07,2.66,150.44,3.95,151.38,72.12,26.42
2002,6,2,26.05,17.99,22.02,13.12,0,98.88,4.46,177.12,6.84,177.62,64.31,26.41
2002,6,3,26.74,20.03,23.39,14.89,1.12,98.82,5.18,168.88,7.65,169.69,69.12,27.34
2002,6,4,26.95,21.25,24.1,16.05,12.88,98.89,4.67,168.44,7.01,169.62,72.69,27.32
2002,6,5,25.83,20.65,23.24,15.44,3.65,99.22,3.28,185.5,4.85,185.19,75.19,26.79
2002,6,6,25.06,19.9,22.48,14.71,0.07,99.32,2.77,142.81,4.01,157.12,75.19,26.35
2002,6,7,26.2,19.67,22.94,14.53,0.19,99.23,2.51,98.62,4.06,101.69,69.62,27.09
2002,6,8,27.11,22.04,24.58,16.78,0.55,99.14,4.07,137.25,6.13,138.81,75,27.6
2002,6,9,28.28,22.32,25.3,17.15,2.04,98.95,5.52,162.38,7.66,163.75,72.44,28.98
2002,6,10,28.65,21.41,25.03,16.24,0.11,98.82,6.32,167.25,8.73,168.56,67.94,29.31
2002,6,11,29.12,21.16,25.15,15.93,0.28,98.92,5.14,166.5,7.44,167.75,64.69,29.98
2002,6,12,29.08,21.82,25.45,16.6,1.4,98.99,4.65,167.31,6.74,168.38,67.19,29.92
2002,6,13,28.25,20.83,24.54,15.69,8.07,98.98,3.27,130.88,4.76,132.38,66.94,29.23
2002,6,14,25.8,18.01,21.9,13.24,0.65,99.4,4.38,32.81,5.79,32.94,66.12,26.87
2002,6,15,25.11,13.74,19.42,10.01,1.43,99.29,2.63,111.62,4.09,113.19,54.31,26.28
2002,6,16,23.03,15.89,19.46,11.41,12.15,99.08,4.11,47.12,5.8,47.75,66,23.94
2002,6,17,24.27,15.69,19.98,11.29,0.17,99.2,2.31,98,3.49,97.25,62.88,25.54
2002,6,18,25.45,14.96,20.2,10.74,0.03,99.05,4.05,146.69,6.41,147.38,56.19,26.25
2002,6,19,27.39,17.94,22.66,13,0.06,99.26,4.56,148.69,7.16,149.31,59.19,28.26
2002,6,20,28.29,20.27,24.28,15.01,0.73,99.81,3.8,138.44,5.8,139.75,65.44,29.54
2002,6,21,28.05,20.59,24.33,15.26,0.23,99.99,2.62,126.38,4.05,127.5,67.12,29.58
2002,6,22,28.2,16.69,22.44,12.15,0,99.88,3.31,110.19,4.86,110.81,55.5,29.44
2002,6,23,28.12,15.65,21.88,11.23,0.01,99.53,2.12,95.12,3.16,96.25,50.69,29.45
2002,6,24,27.83,18.04,22.93,13.06,0.32,99.36,2.8,116.5,4.25,116.88,58.44,29.4
2002,6,25,27.18,19.16,23.17,14.04,0.99,99.37,2.16,114,3.55,114.75,64.69,28.49
2002,6,26,26.69,20.5,23.6,15.26,3.49,99.3,2.2,154.12,3.41,155.19,71.94,27.85
2002,6,27,27.55,20.74,24.15,15.56,0.29,99.08,2.58,99.19,3.48,99.25,70.25,29.27
2002,6,28,28.05,20.51,24.28,15.32,1.84,99.19,3.13,129.44,4.2,129.62,66.75,29.37
2002,6,29,26.9,20.79,23.84,15.56,3.26,99.5,5.04,165.81,6.78,166.81,71.94,27.83
2002,6,30,24.23,20.83,22.53,15.5,15.62,99.8,4.75,135.75,6.62,136.56,82.25,24.45
2002,7,1,24.26,21.87,23.07,16.54,9.66,99.72,3.09,144.06,4.69,144.94,87.25,24.52
2002,7,2,24.64,22.18,23.4,16.85,14.76,99.54,2.94,132.12,4.56,132.69,86.88,24.72
2002,7,3,25,21.91,23.45,16.6,5.42,99.38,3.9,129.12,6.04,130.12,83.81,25.01
2002,7,4,26.7,20.96,23.83,15.69,2.05,99.4,4.12,146.12,6.46,147.12,73.56,26.97
2002,7,5,27.29,20.65,23.97,15.38,2.11,99.52,3.27,155.44,4.81,156,70.31,27.63
2002,7,6,28.62,21.23,24.92,15.93,0.62,99.56,1.73,112.5,2.25,112.06,65.88,28.51
2002,7,7,29.35,20.45,24.9,15.2,0.44,99.62,2.62,86.25,3.66,87.19,61.88,29.93
2002,7,8,29.86,21.62,25.74,16.3,0.74,99.73,2.68,61.5,3.88,61.75,64.06,30.65
2002,7,9,30.12,20.8,25.46,15.56,0.06,99.65,2.3,99,3.28,99.31,60.94,31
2002,7,10,29.21,21.65,25.43,16.36,1.13,99.59,1.98,196,3.2,196.38,66.62,30.35
2002,7,11,29.73,21.25,25.49,15.99,6.99,99.36,2.41,188.19,3.72,188.06,63,30.55
2002,7,12,27.85,22.38,25.12,17.15,5.48,99.11,1.19,100.69,1.79,113.81,74.38,28.64
2002,7,13,27.73,20.81,24.27,15.62,1.37,98.96,1.9,139.81,2.65,152.88,69.38,29.11
2002,7,14,28.42,20.08,24.25,14.89,2.26,99.19,1.73,166.69,2.57,180.5,63.81,29.84
2002,7,15,27.26,20.98,24.12,15.69,4.13,99.49,3.07,190.69,4.38,191.25,71,28.52
2002,7,16,24.6,21.26,22.93,15.93,6.74,99.59,4.58,141.31,6.25,142.12,82.5,25.4
2002,7,17,26.65,22.15,24.4,16.85,4.53,99.64,4.94,177.38,7.05,178.44,78.62,27.24
2002,7,18,27.81,22.52,25.16,17.27,0.56,99.51,4.34,185.81,6.45,186.94,75.19,28.41
2002,7,19,28.05,23.14,25.59,17.94,0.19,99.35,3.77,187.38,5.81,188.38,76.06,28.19
2002,7,20,29.39,20.99,25.19,15.75,0,99.42,4.05,187.06,6.09,188.06,65.06,30.38
2002,7,21,29.8,21.39,25.6,16.17,0,99.45,4.62,192.19,6.7,193,65,30.83
2002,7,22,30.19,21.33,25.76,16.11,0.03,99.49,3.58,199.06,5.49,200.12,63.25,31.23
2002,7,23,30.6,21.05,25.83,15.75,1.42,99.66,2.78,206.94,4.36,209.5,60.12,31.68
2002,7,24,31.07,20.1,25.58,14.83,2.63,99.6,2.56,205.62,4.34,208.38,55.88,32.37
2002,7,25,31.65,20.73,26.19,15.56,0.14,99.29,1.91,189.75,3.07,188.31,57.5,33.52
2002,7,26,31.29,20.66,25.98,15.44,0.02,99.21,5.48,184.25,7.41,185.31,56.5,32.75
2002,7,27,30.73,20.19,25.46,15.08,0.14,99.12,6.32,179.19,8.36,180.44,57.5,32.12
2002,7,28,30.55,21.17,25.87,15.99,1.12,99.1,7.36,183.06,9.82,184.12,60,31.3
2002,7,29,28.73,22.76,25.74,17.58,2.41,99.32,3.7,193.81,5.05,193.25,71.69,29.26
2002,7,30,29.31,21.83,25.57,16.6,2.92,99.46,3.35,197.5,4.89,197.81,66.94,30.01
2002,7,31,30.3,19.58,24.94,14.53,0.01,99.33,4.71,199.94,7.08,200.5,56.56,31.11
2002,8,1,31.04,19.11,25.08,14.04,0.02,99.17,3.96,185.25,6.08,186.62,52.06,32.3
2002,8,2,31.59,18.59,25.09,13.67,0.3,99.33,2.2,164.75,3.35,165.75,50.31,33.38
2002,8,3,32.26,18.6,25.43,13.55,0.12,99.43,2.16,122.38,3.06,123,47.25,33.77
2002,8,4,31.77,19.23,25.5,14.1,0.13,99.48,2.98,129.19,4.32,129.69,51,33.69
2002,8,5,31.23,17.82,24.52,13.06,0.03,99.41,3.53,104.88,4.95,105.25,48.94,33.16
2002,8,6,31.76,16.97,24.36,12.27,0.08,99.33,2.96,64.75,4.02,65.25,44.5,33.52
2002,8,7,32.33,18.69,25.51,13.67,0.43,99.36,3.02,65.25,4.32,65.06,47.5,34.39
2002,8,8,30.64,15.75,23.19,11.41,0.17,99.54,3.7,80,5.01,80.12,42.94,32.46
2002,8,9,29.87,15.43,22.65,11.17,0.81,99.42,2.23,90.81,3.55,91.5,43.94,31.3
2002,8,10,26.91,22.06,24.48,16.85,12.65,99.48,2.85,152.44,4.3,153.12,75.12,27.4
2002,8,11,28.23,18.4,23.31,13.37,0.42,99.42,3.35,152.06,5.3,152.31,58.25,29.63
2002,8,12,29.08,20.18,24.63,15.01,0.7,99.13,4.12,166.25,6.32,167.12,60.94,30.33
